Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1717543,25-Jun-20,Pennsylvania,Philadelphia,Emerald St and E Atlantic St,0,4,N/A
1716944,25-Jun-20,Connecticut,Bridgeport,527 Huntington Rd,1,3,N/A
1715616,24-Jun-20,Tennessee,Jackson,Melwood St,0,4,N/A
1714504,23-Jun-20,Illinois,Chicago,9100 block of South Ellis Ave,0,4,N/A
1715231,23-Jun-20,Florida,Lake Worth,Lantana Rd and Edgecliff Ave,0,5,N/A
1713075,22-Jun-20,California,San Francisco,200 block of Leavenworth St,0,5,N/A
1712342,22-Jun-20,North Carolina,Charlotte,1800 block of Beatties Ford Rd,4,5,N/A
1713790,22-Jun-20,New York,Brooklyn,Sterling St and Brooklyn Ave,0,5,N/A
1712876,22-Jun-20,Minnesota,Minneapolis,N Morgan Ave and N 16th Ave,0,4,N/A
1712898,22-Jun-20,Minnesota,Minneapolis,627 W Broadway,0,4,N/A
1712408,22-Jun-20,Illinois,Chicago,200 S Central Park Blvd,0,5,N/A
1712386,22-Jun-20,Illinois,Chicago,5200 block of S Lowe Ave,0,4,N/A
1713668,22-Jun-20,Ohio,Columbus,1910 Fountainview Ct,1,4,N/A
1711747,21-Jun-20,New York,Buffalo,W Ferry St and Niagara St,0,4,N/A
1711626,21-Jun-20,Texas,Austin,500 block of E 7th St,0,5,N/A
1711410,21-Jun-20,Minnesota,Minneapolis,2939 Hennepin Ave S,0,11,N/A
1711690,21-Jun-20,Alabama,Auburn,600 block of Railroad Ave,0,4,N/A
1713493,21-Jun-20,Texas,Corpus Christi,5802 Everhart Rd,1,3,N/A
1711605,21-Jun-20,Wisconsin,Milwaukee,North 28th St and West Ruby Ave,0,5,N/A
1711487,21-Jun-20,Illinois,Chicago,2600 block of W Potomac Ave,1,3,N/A
1710537,20-Jun-20,New York,Bronx,Mount Eden Pkwy and Monroe Ave,0,4,N/A
1711285,20-Jun-20,New York,Syracuse,Marcellus St and Wyoming St,1,8,N/A
1711876,20-Jun-20,Michigan,Detroit,Appoline St and Puritan Ave,0,4,N/A
1711272,20-Jun-20,Michigan,Saginaw,Livingston Dr and Tausend St,1,3,N/A
1710849,20-Jun-20,Wisconsin,Janesville,6530 S US-51,0,5,N/A
1710920,20-Jun-20,North Carolina,Pinetops,715 E Lashley St,2,2,N/A
1710680,20-Jun-20,New Jersey,Jersey City,Union St and Ocean Ave,1,4,N/A
1711397,20-Jun-20,Kansas,Wichita,3741 N Rock Rd,0,5,N/A
1711134,20-Jun-20,New York,Bronx,Mapes Ave,0,4,N/A
1708889,18-Jun-20,New York,Albany,8 Albany St,0,7,N/A
1708432,17-Jun-20,Illinois,Chicago,1323 W 76th St,0,4,N/A
1706994,16-Jun-20,Iowa,Fort Dodge,900 block of 10th Ave SW,2,2,N/A
1705672,15-Jun-20,Illinois,Decatur,700 E Johns Ave,0,4,N/A
1706710,15-Jun-20,Illinois,Chicago,W Diversey Ave,0,4,N/A
1704879,14-Jun-20,Minnesota,Minneapolis,328 W Broadway Ave,1,6,N/A
1704862,14-Jun-20,Kentucky,Louisville,531 Franklin St,1,4,N/A
1704873,14-Jun-20,Louisiana,Lafayette,400 block of Jefferson St,0,5,N/A
1705050,14-Jun-20,Louisiana,Lake Charles,3945 US-90,0,4,N/A
1705346,14-Jun-20,Louisiana,New Orleans,600 block of S Lopez St,2,2,N/A
1705355,13-Jun-20,Arkansas,Rison,Carver St and Center St,0,4,N/A
1705440,13-Jun-20,California,Hesperia,8100 block of Julie Ct,0,5,N/A
1704116,13-Jun-20,Missouri,Saint Louis,3103 N Grand Blvd,2,4,N/A
1704415,13-Jun-20,New York,Wyandanch,76 Grand Blvd,1,7,N/A
1704176,13-Jun-20,Maryland,Baltimore,700 block of S Broadway St,0,5,N/A
1704727,13-Jun-20,District of Columbia,Washington,3100 block of Waclark Pl SE,2,5,N/A
1704580,13-Jun-20,Georgia,Atlanta,69 Mason Ave NE,2,5,N/A
1703509,12-Jun-20,Pennsylvania,Philadelphia,N Broad St and Colwyn St,0,6,N/A
1704217,12-Jun-20,New York,Bronx,E 233rd St and Bronx River Pkwy,1,3,N/A
1703985,12-Jun-20,Texas,San Antonio,8134 Broadway St,0,8,N/A
1703044,11-Jun-20,Louisiana,Monroe,1101 Richwood Road 2,6,0,N/A
1702276,11-Jun-20,Virginia,Richmond,800 block of N 1st St,0,4,N/A
1702172,11-Jun-20,District of Columbia,Washington,1200 block of Mount Olivet Rd NE,0,7,N/A
1703055,11-Jun-20,Texas,Houston,5840 Glenmont Dr,2,4,N/A
1702372,10-Jun-20,California,Sacramento,68th Avenue and Della Circle,1,4,N/A
1701382,10-Jun-20,Ohio,Toledo,1100 block of Baker St,1,3,N/A
1701714,10-Jun-20,California,Paso Robles,900 Park St,2,4,N/A
1700864,9-Jun-20,North Carolina,Scotland Neck,E 13th St and Greenwood St,0,5,N/A
1701491,9-Jun-20,California,Vallejo,100 block of Cynthia Ave,2,3,N/A
1701426,9-Jun-20,Pennsylvania,Philadelphia,3417 Spring Garden St,1,6,N/A
1700371,8-Jun-20,New York,Brooklyn,512 Bristol St,0,4,N/A
1700250,8-Jun-20,Tennessee,Memphis,1525 E McLemore Ave,0,4,N/A
1700234,7-Jun-20,Illinois,Robbins,13600 block of Central Park Ave,1,3,N/A
1699211,7-Jun-20,Missouri,Sikeston,915 Plantation Blvd,2,7,N/A
1699193,7-Jun-20,Tennessee,Dyersburg,1305 Grant St,0,5,N/A
1698987,7-Jun-20,Illinois,Chicago,50 block of S Seeley Ave,1,3,N/A
1699667,7-Jun-20,Illinois,Chicago,3700 block of S State St,0,6,N/A
1699577,7-Jun-20,Arkansas,Hope,1400 block of East Hickory St,0,5,N/A
1698306,6-Jun-20,Missouri,Kansas City,E 18th St and Vine St,1,4,N/A
1700812,6-Jun-20,Mississippi,Drew,Wilson Ave,0,5,N/A
1698868,6-Jun-20,California,Sacramento,Gardendale Rd and 29th St,1,4,N/A
1698276,6-Jun-20,Ohio,Ironton,1305 S 3rd St,0,4,N/A
1697541,5-Jun-20,Colorado,Denver,4900 block of Wheeling St,0,4,N/A
1697453,4-Jun-20,Alabama,Valhermoso Springs,522 Talucah Rd,7,0,N/A
1695998,2-Jun-20,Texas,Dallas,7460 S Westmoreland Rd,1,3,N/A
1695586,2-Jun-20,Wisconsin,Racine,Kewaunee St and Michigan Blvd,0,5,N/A
1695645,2-Jun-20,Illinois,Chicago,8404 S Colfax Ave,0,4,N/A
1694735,1-Jun-20,Missouri,Saint Louis,1915 Olive St,0,4,N/A
1693340,31-May-20,Mississippi,Gulfport,S Carolina Ave and Polk St,1,5,N/A
1693580,31-May-20,Pennsylvania,Philadelphia,700 block of E Clearfield St,0,4,N/A
1692513,30-May-20,New Jersey,Paterson,E 23rd St and 10th Ave,0,4,N/A
1692912,30-May-20,District of Columbia,Washington,300 block of 37th St SE,0,4,N/A
1693450,30-May-20,Iowa,Hiawatha,530 Robins Rd,1,3,N/A
1693064,30-May-20,Texas,Houston,9635 Scott St,1,4,N/A
1693246,30-May-20,Florida,Altha,21281 Apachee Rd,2,4,N/A
1692496,30-May-20,North Carolina,Gastonia,3000 block of Earl Ln,1,5,N/A
1692102,29-May-20,Virginia,Portsmouth,500 block of Edwards St,0,5,N/A
1691440,28-May-20,Pennsylvania,Philadelphia,300 block of N 55th St,1,3,N/A
1691221,28-May-20,Kentucky,Louisville,601 W Jefferson St,0,7,N/A
1690922,28-May-20,Tennessee,Memphis,TN 385 and Kirby Pkwy,0,4,N/A
1690369,27-May-20,Massachusetts,Boston,5 Ames St,1,4,N/A
1690524,27-May-20,Ohio,Cleveland,12800 Euclid Ave,1,3,N/A
1690439,27-May-20,California,San Jose,1100 block of William Ct,0,5,N/A
1689419,27-May-20,Pennsylvania,Philadelphia,1800 block of Hart Ln,0,4,N/A
1688610,26-May-20,Mississippi,Vicksburg,4045 Clay St,0,4,N/A
1688917,26-May-20,Illinois,Chicago,W Washington Blvd and N Hamlin Blvd,2,2,N/A
1689555,26-May-20,California,Los Angeles,119th St and Berendo Ave,0,5,N/A
1689252,26-May-20,Pennsylvania,Philadelphia,2700 block of N Darian St,0,4,N/A
1688753,26-May-20,South Carolina,Bowman,Dibble St and Rail St,3,5,N/A
1687999,25-May-20,Louisiana,Lake Charles,6780 US-90,0,6,N/A
1687219,24-May-20,Missouri,Saint Louis,Union Boulevard and Cote Brilliante Ave,0,4,N/A
1687414,24-May-20,Alabama,Danville,70 Flint Creek Pvt Dr,3,1,N/A
1687037,24-May-20,South Carolina,Myrtle Beach,12th Ave N and Ocean Blvd,0,4,N/A
1686222,23-May-20,Texas,Houston,2900 Travis St,0,4,N/A
1686615,23-May-20,Illinois,Rock Island,800 14 1/2 St,1,4,N/A
1687027,23-May-20,South Carolina,Jonesville,100 block of Dover Rd,2,5,N/A
1687108,23-May-20,North Carolina,Charlotte,4900 Block of Albemarle Rd,0,6,N/A
1687097,23-May-20,Michigan,Flint,4100 block of Minerva St,1,3,N/A
1686747,23-May-20,Florida,Daytona Beach,13 S Atlantic Ave,0,6,N/A
1686685,23-May-20,Illinois,Chicago,3911 W Grenshaw St,1,3,N/A
1687381,23-May-20,Mississippi,Jackson,2300 block of Oakhurst Dr,1,4,N/A
1686414,23-May-20,Florida,Fort Lauderdale (Sunrise),7776 NW 44th St,0,5,N/A
1686015,22-May-20,Ohio,Cleveland,11921 Miles Ave,1,3,N/A
1683810,20-May-20,Texas,Houston,6918 Landor St,2,3,N/A
1683653,19-May-20,Illinois,Decatur,300 block of West Leafland Ave,0,5,N/A
1682322,18-May-20,California,Bakersfield,901 W Columbus St,0,5,N/A
1681602,17-May-20,South Carolina,Charleston,23 Cannon St,0,4,N/A
1681887,17-May-20,Maryland,District Heights,6800 block of Atwood St,1,3,N/A
1682233,17-May-20,South Carolina,Saint Matthews,100 block of Bugleflower Ln,4,1,N/A
1681588,16-May-20,Louisiana,Bogalusa,Martin Luther King Dr and E 4th St,0,13,N/A
1686369,15-May-20,Florida,Gainesville,2305 SE Hawthorne Rd,0,5,N/A
1680027,14-May-20,New Mexico,Albuquerque,820 Louisiana SE,0,5,N/A
1679086,13-May-20,Illinois,Rockford,2914 W State St,1,4,N/A
1678589,13-May-20,Kentucky,Garrison,6151 Kinney Rd,1,4,N/A
1679356,13-May-20,Tennessee,Memphis,3500 block of Commerce Cir,0,4,N/A
1677566,11-May-20,Alabama,Montgomery,Rosa Parks Ave and Courtland Dr,0,4,N/A
1676515,10-May-20,Louisiana,Baton Rouge,2944 Plank Rd,0,5,N/A
1676579,10-May-20,Texas,Fort Worth,4750 Wilbarger St,0,5,N/A
1676746,10-May-20,Texas,Katy,18000 block of Bonners Park Cir,0,6,N/A
1676121,9-May-20,Missouri,Saint Louis,3500 block of Arkansas Ave,0,4,N/A
1674802,7-May-20,Maryland,Baltimore,5100 block of Stafford Rd,0,4,N/A
1673989,6-May-20,Texas,Houston,14200 block of Bridgeport Rd,3,1,N/A
1674299,6-May-20,Tennessee,Memphis,Barron Ave and Dogwood Dr,2,2,N/A
1673633,6-May-20,Georgia,Albany,1900 block of Meadow Dr,1,3,N/A
1671289,3-May-20,Ohio,Columbus,300 block of S Ashburton Rd,0,4,N/A
1671624,3-May-20,Florida,Jacksonville,2100 block of Brooklyn Rd,1,3,N/A
1671078,3-May-20,Illinois,Chicago,3700 W 13th St,0,5,N/A
1670970,2-May-20,Pennsylvania,Philadelphia,200 block of S Cecil St,0,4,N/A
1668470,29-Apr-20,Indiana,Indianapolis,451 E Stop 11 Rd,0,4,N/A
1666945,27-Apr-20,Wisconsin,Milwaukee,2800 block of N 12th St,5,0,N/A
1666461,26-Apr-20,New York,Troy,Jefferson St and 3rd St,0,4,N/A
1666600,26-Apr-20,North Carolina,Salisbury,900 block of E Lafayette St,1,4,N/A
1666327,25-Apr-20,Florida,Orlando,Elese St and Deerock Dr,1,4,N/A
1665834,25-Apr-20,Tennessee,Memphis,500 block of Josephine St,0,7,N/A
1664933,24-Apr-20,Texas,Houston,4714 Ward St,3,1,N/A
1665735,24-Apr-20,Indiana,Fort Wayne,3233 Diplomat Dr,0,4,N/A
1661537,18-Apr-20,Maryland,Hyattsville,7500 block of Courtney Pl,2,2,N/A
1660797,17-Apr-20,North Carolina,Greensboro,4400 block of Beckford Dr,1,3,N/A
1661218,17-Apr-20,Massachusetts,Springfield,College St,1,4,N/A
1659862,16-Apr-20,Pennsylvania,Philadelphia,Bustleton Ave and St Vincent St,0,4,N/A
1659966,15-Apr-20,Mississippi,Jackson,1200 block of Wood Village Dr,1,3,N/A
1656873,11-Apr-20,California,Bakersfield,Pioneer Rd and Sterling Rd,0,6,N/A
1656265,10-Apr-20,Michigan,Muskegon,800 block of Oak St,0,4,N/A
1655674,8-Apr-20,Michigan,Detroit,1200 block of Payton St,0,4,N/A
1654971,8-Apr-20,South Carolina,Greenwood,1522 Parkway,1,3,N/A
1656373,8-Apr-20,Alaska,Anchorage,10600 block of Elmore Rd,0,4,N/A
1654341,7-Apr-20,Illinois,Chicago,86th Street and Damen Avenue,1,3,N/A
1652642,5-Apr-20,New York,Brooklyn,181 Rockaway Pky,0,4,N/A
1652734,5-Apr-20,California,Los Angeles,89th St and Hobart Ave,1,3,N/A
1653012,5-Apr-20,South Carolina,Lancaster,Mahaffey Line Dr,1,4,N/A
1652601,4-Apr-20,Texas,Vidor,100 block of Hebert St,0,4,N/A
1652073,4-Apr-20,Texas,Lubbock,2107 49th St,2,2,N/A
1652328,4-Apr-20,Florida,Hialeah,W 69th St and 24th Ave,1,4,N/A
1651742,3-Apr-20,Kentucky,Louisville,1000 block of Cecil Ave,0,4,N/A
1649473,31-Mar-20,Georgia,Macon,571 Moreland Ave,3,1,N/A
1648832,30-Mar-20,Pennsylvania,Philadelphia,2000 block of W Harold St,0,5,N/A
1648205,29-Mar-20,Georgia,Atlanta,Ponce de Leon Ave and Parkway Dr,0,4,N/A
1647661,28-Mar-20,Maryland,Baltimore,1100 block of Washington Blvd,1,3,N/A
1644111,23-Mar-20,Texas,San Antonio,6700 block of Hickory Springs Dr,0,4,N/A
1643775,22-Mar-20,South Carolina,Hanahan,Edinburgh Drive,0,4,N/A
1643157,20-Mar-20,Virginia,Norfolk,800 block of Lincoln St,0,4,N/A
1642826,20-Mar-20,Missouri,Saint Louis,1923 Prairie Ave,0,4,N/A
1641923,18-Mar-20,Florida,Jacksonville,11501 Harts Rd,1,4,N/A
1641216,17-Mar-20,Maryland,Baltimore,300 block of McMechen St,0,7,N/A
1640295,15-Mar-20,North Carolina,Moncure,842 Moncure Flatwood Rd,7,0,N/A
1640317,15-Mar-20,Missouri,Springfield,3264 E Battlefield Rd,5,2,N/A
1640007,14-Mar-20,Michigan,Saginaw,4100 block of Gallagher St,2,2,N/A
1639542,14-Mar-20,New Mexico,Albuquerque,620 block of Arno SE,1,3,N/A
1639413,13-Mar-20,Illinois,Rockford,4104 Auburn St,0,4,N/A
1640278,13-Mar-20,Louisiana,New Orleans (Algiers),Wagner St and Hero Blvd,0,5,N/A
1637520,10-Mar-20,Pennsylvania,Chester,200 block of Broomall Street,2,2,N/A
1635796,8-Mar-20,Maryland,Rosedale,6255 Kenwood Ave,1,5,N/A
1636471,8-Mar-20,Illinois,South Holland,I 94 and E 162nd St,0,4,N/A
1636564,8-Mar-20,California,Ceres,3600 block of Spruce Ave,1,3,N/A
1635750,7-Mar-20,Ohio,Cleveland,3804 E 93rd St,1,18,N/A
1635570,7-Mar-20,New Mexico,Albuquerque,1700 block of Rayo del Sol SW,0,4,N/A
1635411,7-Mar-20,Illinois,Chicago,900 block of E 79th St,0,7,N/A
1635118,6-Mar-20,District of Columbia,Washington,6219 Dix St NE,0,6,N/A
1634128,4-Mar-20,California,Tulare,111 W Tulare Ave,1,5,N/A
1631040,29-Feb-20,Missouri,Kansas City,510 Westport Rd,1,4,N/A
1631831,29-Feb-20,Colorado,Brighton,Starr Ln and County Rd 2,0,5,N/A
1629488,26-Feb-20,Wisconsin,Milwaukee,3939 W Highland Blvd,6,0,N/A
1629042,25-Feb-20,Illinois,Chicago,1238 E 79th St,1,4,N/A
1627713,23-Feb-20,Texas,Houston,8712 Airline Dr,0,7,N/A
1627335,23-Feb-20,North Carolina,Clarkton,71 Tina Lane,3,1,N/A
1625553,20-Feb-20,Idaho,Caldwell,4321 S 10th Ave,2,3,N/A
1625787,20-Feb-20,North Carolina,Greensboro,Martin Luther King Jr Ave and Randolph Dr,0,4,N/A
1623696,17-Feb-20,Mississippi,Port Gibson,8027 Hwy 61,2,2,N/A
1622962,16-Feb-20,Florida,Pensacola,517 W Gadsden St,1,4,N/A
1622406,16-Feb-20,Connecticut,Hartford,451 Franklin Ave,1,5,N/A
1622233,15-Feb-20,Tennessee,Memphis,2800 block of Riverport Rd,0,7,N/A
1622340,15-Feb-20,Louisiana,New Orleans,Dryades St and 2nd St,0,4,N/A
1621821,14-Feb-20,Illinois,Chicago,6500 block of S King Dr,0,6,N/A
1619064,10-Feb-20,Delaware,Dover,200 block of W Reed St,1,4,N/A
1616964,8-Feb-20,Texas,Houston,1000 block of Calvin St,1,3,N/A
1615155,5-Feb-20,Indiana,Indianapolis,4100 block of Shady Oak Dr,4,0,N/A
1612716,3-Feb-20,California,Lebec,8968 Grapevine Rd,1,5,N/A
1613020,3-Feb-20,Maine,Machias,Kennebec Rd,3,1,N/A
1612597,1-Feb-20,Mississippi,Philadelphia,257 W Beacon St,0,4,N/A
1611563,31-Jan-20,California,Delano,Hiett Ave and County Line Rd,1,4,N/A
1611037,31-Jan-20,Florida,Boynton Beach,200 Block of NE 1st Ct,1,3,N/A
1610782,31-Jan-20,Louisiana,Shreveport,2000 Grimmett Dr,0,4,N/A
1610240,30-Jan-20,California,Merced,100 block of W 18th St,0,4,N/A
1606554,27-Jan-20,Connecticut,Bridgeport,172 Golden Hill Street,0,4,N/A
1605948,26-Jan-20,Missouri,Cape Girardeau,631 S Sprigg St,0,5,N/A
1605798,26-Jan-20,New York,Newburgh,1571 NY-300,3,1,N/A
1605752,26-Jan-20,South Carolina,Hartsville,115 W Camden Ave,3,3,N/A
1605770,26-Jan-20,North Carolina,Salisbury,1935 Jake Alexander Blvd,0,6,N/A
1606476,24-Jan-20,North Carolina,Vanceboro,107 Kinshaw Ct,5,0,N/A
1603241,22-Jan-20,Washington,Seattle,1530 3rd Ave,1,7,N/A
1600221,19-Jan-20,Tennessee,Memphis,6761 Winchester Rd,1,4,N/A
1600522,19-Jan-20,Texas,San Antonio,1011 Avenue B,2,5,N/A
1600787,19-Jan-20,Missouri,Kansas City,4802 Noland Rd,2,15,N/A
1600350,19-Jan-20,Texas,South Houston,700 block of Virginia St,2,2,N/A
1599331,17-Jan-20,Utah,Grantsville,93 Eastmoor Dr,4,1,N/A
1598447,16-Jan-20,Illinois,Chicago,234 N Pulaski Rd,0,5,N/A
1594173,11-Jan-20,Colorado,Aurora,17158 E Adriatic Place,0,5,N/A
1592655,8-Jan-20,Mississippi,Bay Saint Louis,10 Bay Park Way,2,2,N/A
1588919,5-Jan-20,Georgia,Atlanta,1008 Brady Ave NW,0,4,N/A
1588308,4-Jan-20,Florida,Ocala,800 block of NW Sixth Terrace,1,3,N/A
1586839,2-Jan-20,New York,Brooklyn,6120 3rd Ave,0,4,N/A
1585746,1-Jan-20,Ohio,Cleveland,1437 St Clair Ave NE,0,4,N/A
1585394,1-Jan-20,West Virginia,Huntington,1113 4th Ave,0,7,N/A
